filename,length,attack_runtime,source_dB,noise_loudness,high_pertubation_bound,low_pertubation_bound,first_hit,best_hit
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-050465.wav,33024,51584.080137729645,79.09931659698486,-57.749965922139964,11.6806640625,0.00012731552124023438,60.0,4810.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-051670.wav,21504,51584.080137729645,74.45925712585449,-8.438657212574867,2000.0,0.00014972686767578125,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-052109.wav,27264,51584.080137729645,89.45279121398926,-65.88584442679115,15.078125,0.0006124973297119141,60.0,3300.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-053322.wav,28416,51584.080137729645,66.58388614654541,-16.090389861526248,334.7147216796875,0.004741668701171875,40.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-054157.wav,32256,51584.080137729645,86.81601524353027,-20.79541533025065,2000.0,0.04653024673461914,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-054456.wav,29184,51584.080137729645,88.57855796813965,-22.557958054860023,2000.0,0.00970458984375,320.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-054602.wav,33024,51584.080137729645,88.37729454040527,-47.05150415931344,116.490234375,0.00036907196044921875,160.0,7860.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-055011.wav,28416,51584.080137729645,67.82576084136963,-1.8051609280900038,2000.0,0.0015869140625,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-055311.wav,24960,51584.080137729645,90.02118110656738,-24.000581193287758,2000.0,0.08370542526245117,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-055390.wav,31104,51584.080137729645,83.4910774230957,-34.580924134731106,278.93798828125,0.0009765625,30.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-055723.wav,31104,51584.080137729645,87.9124641418457,-21.891864228566078,2000.0,0.08052825927734375,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-055783.wav,27264,51584.080137729645,89.09659385681152,-23.0759939435319,2000.0,0.03533935546875,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-056010.wav,27264,51584.080137729645,82.74391174316406,-16.723311829884437,2000.0,0.017333984375,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-056276.wav,30336,51584.080137729645,88.85053634643555,-38.724241682319864,320.859375,0.0003662109375,110.0,840.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-056891.wav,33024,51584.080137729645,86.7499828338623,-62.35211438927763,16.591796875,0.0015239715576171875,70.0,4240.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-059496.wav,31104,51584.080137729645,77.35759735107422,-11.336997437794594,2000.0,0.05037689208984375,14999.0,0.0
D:/Uni/7.semester/Projekt/Common_WB_Files/Input_Common_10_5000_short/sample-059672.wav,33408,51584.080137729645,79.72647666931152,-55.39828717117794,16.459228515625,0.0009307861328125,40.0,2700.0
